id,section,cluster,wave,title,slug,primary_keyword,volume,kd,intent,evidence,angle_rationale,format,word_count,cta_primary,cta_secondary,hub_link,image_source,image_concept,og_treatment,meta_title,meta_description,schema,status,notes
P011,pt,PT Cost & Value,3,"PT session length: 30, 45 or 60 minutes — what's actually needed?",pt-session-length-30-45-or-60-minutes-whats-actually-needed,personal trainer session length,,,Informational,longtail-unevidenced,Micro-decision post; value-density argument favours coaching,guide,1500,See coaching options,Free personal fitness assessment,/how-much-is-a-personal-trainer,ai-generate,interval timer on gym floor beside kettlebell,"photo + title band, brand dark/chartreuse, 1200x630","PT session length: 30, 45 or 60 minutes — what's actually needed? | Suth Performance",Micro-decision post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P012,pt,PT Cost & Value,3,How long do you need a personal trainer for?,how-long-do-you-need-a-personal-trainer-for,how long do you need a personal trainer,,,Informational,longtail-unevidenced,Honest exit-plan answer builds trust; graduate-to-online path,guide,1500,See coaching options,Free personal fitness assessment,/how-much-is-a-personal-trainer,data-graphic,12-week outcome timeline,"headline stat rendered as branded card, 1200x630",How long do you need a personal trainer for? | Suth Performance,Honest exit-plan answer builds trust. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P013,pt,PT Cost & Value,4,Cheap personal trainers: what corners get cut,cheap-personal-trainers-what-corners-get-cut,cheap personal trainer,,,Informational,longtail-unevidenced,Budget-intent honesty; online coaching as the quality-per-pound answer,guide,1500,See coaching options,Free personal fitness assessment,/how-much-is-a-personal-trainer,ai-generate,"worn gym equipment corner, budget gym scene","photo + title band, brand dark/chartreuse, 1200x630",Cheap personal trainers: what corners get cut | Suth Performance,Budget-intent honesty. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P014,pt,PT Cost & Value,4,"Personal training packages explained: blocks, subs and contracts",personal-training-packages-explained-blocks-subs-and-contracts,personal training packages,,,Informational,longtail-unevidenced,Contract-literacy consumer post; our transparent model contrast,guide,1500,See coaching options,Free personal fitness assessment,/how-much-is-a-personal-trainer,data-graphic,package structure comparison,"headline stat rendered as branded card, 1200x630","Personal training packages explained: blocks, subs and contracts | Suth Performance",Contract-literacy consumer post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P015,pt,Online Coaching,1,Online personal trainer UK: how it works and who it suits,online-personal-trainer-uk-how-it-works-and-who-it-suits,online personal trainer uk,,,Informational,longtail-unevidenced,Category pillar; the full model explained; assessment CTA,pillar,2500,Book a free call with Ben,Free personal fitness assessment,/coaching,own-photo,v2/how-step-2.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Online personal trainer UK: how it works and who it suits | Suth Performance,Category pillar. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,planned,
P016,pt,Online Coaching,1,Is online personal training worth it? Results vs the gym floor,is-online-personal-training-worth-it-results-vs-the-gym-floor,is online personal training worth it,,,Informational,longtail-unevidenced,Head-on value question; adherence evidence; honest fit criteria,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,own-photo,v2/adapt-coaching.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Is online personal training worth it? Results vs the gym floor | Suth Performance,Head-on value question. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P017,pt,Online Coaching,1,Online coaching vs in-person PT: the real differences,online-coaching-vs-in-person-pt-the-real-differences,online coaching vs personal trainer,,,Informational,longtail-unevidenced,The conversion argument as editorial; geo-page synergy,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,data-graphic,side-by-side model comparison,"headline stat rendered as branded card, 1200x630",Online coaching vs in-person PT: the real differences | Suth Performance,The conversion argument as editorial. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P018,pt,Online Coaching,2,"What to expect from online coaching: your first month, week by week",what-to-expect-from-online-coaching-your-first-month-week-by-week,online coaching what to expect,,,Informational,longtail-unevidenced,Expectation-setting reduces buying anxiety; onboarding preview,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,own-photo,v2/how-step-3.jpg,"photo + title band, brand dark/chartreuse, 1200x630","What to expect from online coaching: your first month, week by week | Suth Performance",Expectation-setting reduces buying anxiety. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P019,pt,Online Coaching,2,How online coaching check-ins work (and why they beat a weekly hour),how-online-coaching-check-ins-work-and-why-they-beat-a-weekly-hour,online coaching check ins,,,Informational,longtail-unevidenced,Model education; accountability science; retention preview,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,ai-generate,"coach recording feedback video at desk, warm light","photo + title band, brand dark/chartreuse, 1200x630",How online coaching check-ins work (and why they beat a weekly hour) | Suth Performance,Model education. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P020,pt,Online Coaching,2,Do you need a gym for online coaching?,do-you-need-a-gym-for-online-coaching,online coaching without gym,,,Informational,longtail-unevidenced,Access objection-handler; home-plan crosslinks,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,ai-generate,"living room workout setup, mat dumbbells, real home","photo + title band, brand dark/chartreuse, 1200x630",Do you need a gym for online coaching? | Suth Performance,Access objection-handler. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P021,pt,Online Coaching,3,"How to choose an online coach: credentials, proof and fit",how-to-choose-an-online-coach-credentials-proof-and-fit,how to choose online coach,,,Informational,longtail-unevidenced,Chooser framework; our proof laid out within it,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,data-graphic,coach vetting checklist,"headline stat rendered as branded card, 1200x630","How to choose an online coach: credentials, proof and fit | Suth Performance",Chooser framework. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P022,pt,Online Coaching,3,Online coaching for beginners: is it too soon?,online-coaching-for-beginners-is-it-too-soon,online coaching for beginners,,,Informational,longtail-unevidenced,Beginner objection-handler; beginner-branch quiz CTA,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,own-photo,track/diverse-pool,"photo + title band, brand dark/chartreuse, 1200x630",Online coaching for beginners: is it too soon? | Suth Performance,Beginner objection-handler. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P023,pt,Online Coaching,3,App plans vs human coaching: what the £8.99 tier can and can't do,app-plans-vs-human-coaching-what-the-899-tier-can-and-cant-do,fitness app vs personal trainer,,,Informational,longtail-unevidenced,Honest tier comparison — sells both our tiers by being straight,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,data-graphic,app vs coach capability matrix,"headline stat rendered as branded card, 1200x630",App plans vs human coaching: what the £8.99 tier can and can't do | Suth Performance,Honest tier comparison — sells both our tiers by being straight. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P024,pt,Online Coaching,4,The case for a coach when you already know what to do,case-for-a-coach-when-you-already-know-what-to-do,why hire a coach,,,Informational,longtail-unevidenced,"Experienced-audience angle: accountability, blind spots, ceilings",guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,own-photo,v2/bento-coaches.jpg,"photo + title band, brand dark/chartreuse, 1200x630",The case for a coach when you already know what to do | Suth Performance,"Experienced-audience angle: accountability, blind spots, ceilings. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P025,pt,Online Coaching,4,"Group personal training online: cheaper, and it works",group-personal-training-online-cheaper-and-it-works,group personal training,390,10,Commercial,semrush,390/KD10 quick win; Hub Plus group Q&A synergy,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,ai-generate,"laptop group video call with coach, home gym corner","photo + title band, brand dark/chartreuse, 1200x630","Group personal training online: cheaper, and it works | Suth Performance",390/KD10 quick win. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P026,pt,Online Coaching,4,Corporate personal training: fitness benefits teams actually use,corporate-personal-training-fitness-benefits-teams-actually-use,corporate personal training,170,10,Informational,semrush,KD10 B2B capture; partner-programme CTA,guide,1500,Book a free call with Ben,Free personal fitness assessment,/coaching,ai-generate,"office wellness session, small group stretching meeting room","photo + title band, brand dark/chartreuse, 1200x630",Corporate personal training: fitness benefits teams actually use | Suth Performance,KD10 B2B capture. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P027,pt,Beginner Fitness,1,How to start working out again (after months or years off),how-to-start-working-out-again-after-months-or-years-off,how to start working out again,,,Informational,longtail-unevidenced,"The beginner-branch front door; shame-free, programming-problem framing",pillar,2500,Free personal fitness assessment,Book a free call with Ben,/get-fit,own-photo,track/diverse-pool,"photo + title band, brand dark/chartreuse, 1200x630",How to start working out again (after months or years off) | Suth Performance,The beginner-branch front door. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,planned,
P028,pt,Beginner Fitness,1,"The beginner gym plan: your first 8 weeks, fully mapped",beginner-gym-plan-your-first-8-weeks-fully-mapped,beginner gym plan,,,Informational,longtail-unevidenced,Core beginner plan; printable; assessment CTA throughout,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,data-graphic,8-week beginner plan grid,"headline stat rendered as branded card, 1200x630","The beginner gym plan: your first 8 weeks, fully mapped | Suth Performance",Core beginner plan. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P029,pt,Beginner Fitness,1,"First time at the gym: what to do, where to stand, what to press",first-time-at-the-gym-what-to-do-where-to-stand-what-to-press,first time at the gym,,,Informational,longtail-unevidenced,Anxiety-dissolving walkthrough; genuinely kind tone,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"person at gym entrance with bag, deep breath, morning light","photo + title band, brand dark/chartreuse, 1200x630","First time at the gym: what to do, where to stand, what to press | Suth Performance",Anxiety-dissolving walkthrough. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P030,pt,Beginner Fitness,1,Gym anxiety: 9 tactics that actually help,gym-anxiety-9-tactics-that-actually-help,gym anxiety,,,Informational,longtail-unevidenced,High-empathy topic; beginner-brand trust builder; share magnet,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"quiet gym corner, person on mat with phone plan, safe feeling","photo + title band, brand dark/chartreuse, 1200x630",Gym anxiety: 9 tactics that actually help | Suth Performance,High-empathy topic. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P031,pt,Beginner Fitness,2,How many days a week should a beginner work out?,how-many-days-a-week-should-a-beginner-work-out,how many days a week should i workout,,,Informational,longtail-unevidenced,Frequency question; honest minimum-effective answer,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,data-graphic,results by weekly frequency visual,"headline stat rendered as branded card, 1200x630",How many days a week should a beginner work out? | Suth Performance,Frequency question. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P032,pt,Beginner Fitness,2,"Full body workout for beginners: one routine, three days",full-body-workout-for-beginners-one-routine-three-days,full body workout for beginners,,,Informational,longtail-unevidenced,The canonical starter routine; video-linked; printable,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"simple dumbbell setup on gym floor, beginner-friendly","photo + title band, brand dark/chartreuse, 1200x630","Full body workout for beginners: one routine, three days | Suth Performance",The canonical starter routine. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P033,pt,Beginner Fitness,2,How long does it take to see results from working out?,how-long-does-it-take-to-see-results-from-working-out,how long to see results working out,,,Informational,longtail-unevidenced,THE beginner question; honest photo-timeline expectations,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,data-graphic,realistic results timeline by weeks,"headline stat rendered as branded card, 1200x630",How long does it take to see results from working out? | Suth Performance,THE beginner question. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P034,pt,Beginner Fitness,2,Gym machines explained: what everything does (with pictures),gym-machines-explained-what-everything-does-with-pictures,gym machines explained,,,Informational,longtail-unevidenced,Visual glossary; massive beginner utility; long dwell time,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"clean gym machine lineup labelled naturally, catalogue style","photo + title band, brand dark/chartreuse, 1200x630",Gym machines explained: what everything does (with pictures) | Suth Performance,Visual glossary. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P035,pt,Beginner Fitness,2,Gym etiquette: the unwritten rules nobody tells beginners,gym-etiquette-the-unwritten-rules-nobody-tells-beginners,gym etiquette,,,Informational,longtail-unevidenced,Social-fear remover; light tone; share performance,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"busy gym floor polite moment, wiping bench, candid","photo + title band, brand dark/chartreuse, 1200x630",Gym etiquette: the unwritten rules nobody tells beginners | Suth Performance,Social-fear remover. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P036,pt,Beginner Fitness,2,How to build a workout routine (that survives real life),how-to-build-a-workout-routine-that-survives-real-life,how to build a workout routine,,,Informational,longtail-unevidenced,Habit-architecture guide; template download,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,data-graphic,routine builder decision flow,"headline stat rendered as branded card, 1200x630",How to build a workout routine (that survives real life) | Suth Performance,Habit-architecture guide. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P037,pt,Beginner Fitness,3,Strength training for beginners: the only guide you need,strength-training-for-beginners-the-only-guide-you-need,strength training for beginners,,,Informational,longtail-unevidenced,Beginner strength pillar; form-video links; plan CTA,pillar,2500,Free personal fitness assessment,Book a free call with Ben,/get-fit,own-photo,v2/video-farmers.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Strength training for beginners: the only guide you need | Suth Performance,Beginner strength pillar. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,planned,
P038,pt,Beginner Fitness,3,Walking to running: the 8-week progression from zero,walking-to-running-the-8-week-progression-from-zero,walking to running plan,,,Informational,longtail-unevidenced,C25K-adjacent with coaching voice; beginner-branch bridge,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"park path morning walker in trainers, hopeful light","photo + title band, brand dark/chartreuse, 1200x630",Walking to running: the 8-week progression from zero | Suth Performance,C25K-adjacent with coaching voice. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P039,pt,Beginner Fitness,3,Home workouts with no equipment: 12 sessions that work,home-workouts-with-no-equipment-12-sessions-that-work,home workout no equipment,,,Informational,longtail-unevidenced,Access-first content; no-excuses-needed tone,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"living room bodyweight squat, real home, natural light","photo + title band, brand dark/chartreuse, 1200x630",Home workouts with no equipment: 12 sessions that work | Suth Performance,Access-first content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P040,pt,Beginner Fitness,3,Your first month at the gym: a day-by-day diary,your-first-month-at-the-gym-a-day-by-day-diary,first month at the gym,,,Informational,longtail-unevidenced,Narrative format; expectation-setting; relatable milestones,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,gym bag by door with calendar week one ticked,"photo + title band, brand dark/chartreuse, 1200x630",Your first month at the gym: a day-by-day diary | Suth Performance,Narrative format. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P041,pt,Beginner Fitness,3,Working out before work: the 6am routine that sticks,working-out-before-work-the-6am-routine-that-sticks,morning workout routine,,,Informational,longtail-unevidenced,Schedule-fit content; shift-worker crosslink,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"dark kitchen 5.45am, coffee and gym bag ready","photo + title band, brand dark/chartreuse, 1200x630",Working out before work: the 6am routine that sticks | Suth Performance,Schedule-fit content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P042,pt,Beginner Fitness,4,Am I too unfit to start? (No — here's the actual floor),am-i-too-unfit-to-start-no-heres-the-actual-floor,too unfit to exercise,,,Informational,longtail-unevidenced,Deepest fear answered directly; GP-clearance guidance included,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"person on bench post short walk, small win smile","photo + title band, brand dark/chartreuse, 1200x630",Am I too unfit to start? (No — here's the actual floor) | Suth Performance,Deepest fear answered directly. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P043,pt,Beginner Fitness,4,"The 20-minute workout: enough, if you do this",20-minute-workout-enough-if-you-do-this,20 minute workout,,,Informational,longtail-unevidenced,Time-objection killer; EMOM-style beginner sessions,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,data-graphic,20-minute session cards,"headline stat rendered as branded card, 1200x630","The 20-minute workout: enough, if you do this | Suth Performance",Time-objection killer. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P044,pt,Beginner Fitness,4,Couch to 5k and then what? The next 12 weeks,couch-to-5k-and-then-what-the-next-12-weeks,after couch to 5k,,,Informational,longtail-unevidenced,Graduation-intent capture; running + strength bridge,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"runner finishing park loop checking watch, satisfied","photo + title band, brand dark/chartreuse, 1200x630",Couch to 5k and then what? The next 12 weeks | Suth Performance,Graduation-intent capture. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P045,pt,Age & Life Stage,1,"Getting fit at 40: what changes, what doesn't",getting-fit-at-40-what-changes-what-doesnt,getting fit at 40,,,Informational,longtail-unevidenced,Age-ladder anchor; hormone/recovery honesty without doom,pillar,2500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"40s person confident with dumbbells, home gym, real build","photo + title band, brand dark/chartreuse, 1200x630","Getting fit at 40: what changes, what doesn't | Suth Performance",Age-ladder anchor. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,planned,
P046,pt,Age & Life Stage,1,Getting fit at 50: strength is the priority now,getting-fit-at-50-strength-is-the-priority-now,getting fit at 50,,,Informational,longtail-unevidenced,Age ladder; muscle-mass evidence; medical-clearance framing,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"50s person barbell setup with coach spotting, respectful","photo + title band, brand dark/chartreuse, 1200x630",Getting fit at 50: strength is the priority now | Suth Performance,Age ladder. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P047,pt,Age & Life Stage,2,Getting fit at 30: the decade to build the base,getting-fit-at-30-the-decade-to-build-the-base,getting fit at 30,,,Informational,longtail-unevidenced,Age ladder; career/kids collision angle,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"30s person quick lunch workout, office backdrop","photo + title band, brand dark/chartreuse, 1200x630",Getting fit at 30: the decade to build the base | Suth Performance,Age ladder. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P048,pt,Age & Life Stage,2,Getting fit at 60 and beyond: the evidence is on your side,getting-fit-at-60-and-beyond-the-evidence-is-on-your-side,getting fit at 60,,,Informational,longtail-unevidenced,Age ladder top; senior PT keywords (KD9-15) support this,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"60s pair walking with poles then light weights, joyful","photo + title band, brand dark/chartreuse, 1200x630",Getting fit at 60 and beyond: the evidence is on your side | Suth Performance,Age ladder top. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P049,pt,Age & Life Stage,2,Personal training for over 60s: what good looks like,personal-training-for-over-60s-what-good-looks-like,personal trainer for over 60,,,Informational,longtail-unevidenced,KD11 senior-service capture; falls-prevention + strength evidence,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"trainer guiding senior client balance work, warm studio","photo + title band, brand dark/chartreuse, 1200x630",Personal training for over 60s: what good looks like | Suth Performance,KD11 senior-service capture. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P050,pt,Age & Life Stage,2,Fitness for new parents: training on broken sleep,fitness-for-new-parents-training-on-broken-sleep,fitness for new parents,,,Informational,longtail-unevidenced,Life-stage empathy content; 20-minute session crosslinks,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"parent stretching beside baby monitor, dawn living room","photo + title band, brand dark/chartreuse, 1200x630",Fitness for new parents: training on broken sleep | Suth Performance,Life-stage empathy content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P051,pt,Age & Life Stage,3,Postnatal fitness: rebuilding safely after birth,postnatal-fitness-rebuilding-safely-after-birth,postnatal fitness,,,Informational,longtail-unevidenced,"Sensitive, evidence-cited, professional-reviewed framing",guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"postnatal class gentle core work, supportive setting","photo + title band, brand dark/chartreuse, 1200x630",Postnatal fitness: rebuilding safely after birth | Suth Performance,"Sensitive, evidence-cited, professional-reviewed framing. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
